Article_ID,Country_Region
3211,Burkholderia
3211,Candida
3213,Achilles
3216,Portugal
3217,trabectedin
3217,Trabectedin
3218,B[a]P.
3222,CP
3223,AnL
3223,LA
3226,Himasthla
3226,France
3226,Himasthla spp
3231,Portugal
3231,Microcosmus
3231,Clavelina
3233,Portugal
3235,Portugal
3235,Spain
3237,Euronext Lisbon
3237,Bover
3237,Tobin
3241,SWoT
3244,Kamioka
3244,Gifu
3244,Japan
3244,Hannover
3244,Germany
3247,China
3247,BB
3248,Vespertilionidae
3256,Portugal
3258,Candida
3260,xenon
3260,NBrS
3261,Trechaleidae
3261,Trechalea
3264,PORTUGAL
3264,Portugal
3264,Chiroptera
3264,Lynx
3267,Engie
3267,Iberdrola
3274,Portugal
3279,VR
3280,Meloria
3280,Brachyura
3284,EB
3285,boson mass
3288,Portugal
3290,F1
3292,Be
3292,GaN
3295,Sertoli
3296,Xe
3297,Brazil
3297,Proechimys
3297,Necromys
3300,Garcinia
3303,Lasiodiplodia
3303,Botryosphaeriaceae
3303,Botryosphaeria
3303,Aragonez
3303,Peru
3303,Portugal
3304,Botryosphaeria
3304,Lasiodiplodia
3305,BG2
3307,furanones
3308,CFCRB
3311,Macaronesia
3311,Webbnesia
3311,Selvagens
3311,Morocco
3312,Spain
3312,Portugal
3312,Brittany
3312,France
3314,G7
3315,Cenozoic
3315,Iran
3315,Nagisun
3315,Bam
3315,−0.3
3319,Dpp4
3319,DPP4
3321,Mytilus
3322,−0.7
3323,Manila
3323,EF
3323,Ria Formosa
3324,Vibrio
3324,TA100
3324,TA98
3328,MERRA-2
3329,Portugal
3331,NIR
3341,Portugal
3341,DC
3341,upper beach
3343,interna‑
3343,Italy
3343,Spain
3344,nonlin
3344,Economics
3345,Fermi
3349,Portugal
3355,Candida
3357,DP
3358,TG
3359,UC
3359,NIR
3359,RT
3360,Marquardt
3363,Portugal
3363,Russia
3365,IrO
3367,Brazil
3367,SB
3369,Ammonia
3369,Brazil
3371,Fuzzy Graphs
3376,Portugal
3376,Spain
3377,UC
3379,Brazil
3379,Serra
3381,Rio de Janeiro
3381,Brazil
3381,SB
3382,CMIP5/6
3383,Spain
3383,Rio Anllóns
3383,Carril
3383,Ria Formosa
3383,Norway
3383,Denmark
3383,Germany
3383,Netherlands
3383,France
3383,Plymouth
3383,England
3383,Portugal
3383,Oualidia
3383,Morocco
3385,Providencia
3385,Santa Catalina
3386,Chrysopetalum
3387,node
3388,U(1)B
3392,PSR
3394,log(x
3398,MD
3403,Mexico
3403,Honduras
3403,El Salvador
3403,Nicaragua
3403,Costa Rica
3404,Aveiro
3413,BiFeO3
3416,CP
3418,Portugal
3419,Brazil
3419,Portugal
3420,kNN
3425,cyanobacteria
3425,Phocoena
3425,Delphinus
3425,North-West Spain
3426,Rivlin-Ericksen
3430,WST-1
3431,Technosols
3432,Tenerife
3432,Spain
3433,Portugal
3434,Iran
3434,Paleocene
3434,Arabia
3435,Bligh
3436,Portland
3438,MD
3439,the Sakarya Zone
3439,Turkey
3439,Demirköy
3439,LA
3440,Bliα
3441,Portugal
3443,Brazil
3445,Portugal
3449,Mahdia City
3449,Tunisia
3452,Portugal
3455,LFZ
3456,Porto
3460,Portugal
3460,Coimbra
3463,Lautém Municipality
3463,Timor
3463,Fataluku
3463,Tetum
3463,MS
3463,Lautém
3464,≈22%
3468,bis(2
3473,Portugal
3476,PV
3478,RA
3478,mDCs
3480,Portugal
3487,iNKT
3489,Portugal
3489,Costa Nova
3490,Seixal
3490,Portugal
3490,Zn
3493,Portugal
3494,Zn
3495,−
3496,AnL
3496,LA
3496,Fur
3500,GaN
3503,Lisbon
3505,PE
3506,ABMTs
3507,MNT-1
3510,HF
3513,Podarcis
3516,Beauveria
3516,Bb
3520,Portugal
3528,MS
3528,ES
3530,Rio de Janeiro
3531,Nature
3534,new silica
3538,Portugal
3540,Australasia
3540,UK
3540,Portugal
3541,Portugal
3543,the People's Republic of China
3543,PRC
3544,Portugal
3545,MoD
3545,Portugal
3546,Portugal
3548,Censorship
3548,Portugal
3551,Jamming
3554,Pd
3555,Portugal
3556,Portugal
3558,Murtosa
3558,Torreira
3563,Portugal
3564,Portugal
3564,Aassve
3564,al.
3568,Gibbs
3571,QZ
3572,Portugal
3572,North Africa
3572,Mozambique
3575,Webbnesia
3575,P. jourdei sp. nov.
3575,Nereis
3577,Portugal
3583,Aveiro
3583,Portugal
3584,combi-
3586,Brazil
3586,LA
3586,Concordia
3586,Ga.
3588,NS
3589,T&D
3590,ceria
3590,Gadolinium
3596,Portugal
3596,Brazil
3599,Lisbon
3603,Portugal
3606,Tech City
3606,Aveiro
3606,Portugal
3617,Portugal
3617,Brazil
3624,Portugal
3625,Montaldo
3629,Portugal
3636,pTau-181
3637,NE
3649,Portugal
3650,Milan
3650,Italy
3650,Portugal
3650,Porto
3654,LHCP
3655,Frailty Phenotype
3657,Jordan
3662,Lophostoma
3666,Δ f=0.1 GHz
3673,Portugal
3680,Cronbach
3685,Rio de Janeiro
3686,São Paulo
3686,Brazil
3687,China
3689,Portugal
3690,Costa Nova
3690,Aveiro
3690,Portugal
3695,NAVSAFETY
3698,Portugal
3699,Ecuador
3700,Lima
3700,Peru
3702,Portugal
3703,Portugal
3704,Accounting
3707,Pixton
3707,Powtoon
3709,Romance
3709,Italy
3709,Portugal
3710,Crato - CE
3710,Brazil
3718,Australia
3718,South Africa
3718,Turkey
3718,Canada
3719,COVID-19
3726,Aveiro
3726,Portugal
3732,Cali
3732,Colombia
3733,Colombia
3733,Spain
3733,HCI
3741,Portugal
3743,Portugal
3744,Portugal
3746,Design
3747,NC
3747,RC
3749,Oporto
3755,Portugal
3760,Tunisia
3765,AlGaN
3766,Portugal
3770,Resende
3770,Brazil
3770,Paleocene
3774,AβPP
3775,Sabine
3779,South Portugal
3779,Arsenic
3779,Portugal
3781,Portugal
3782,Pemba
3782,Mozambique
3784,Tamandua
3788,Ethiopia
3790,Portugal
3802,Portugal
3802,North vs South
3803,Portugal
3806,Spain
3808,Portugal
3810,GaN
3815,Deh-Zahir
3815,Kerman province
3815,Iran
3815,Nb
3816,RA
3816,NIR
3817,SB
3820,hydroxyl (OH
3821,RAW264.7
3822,Portugal
3822,Saccharopolyspora
3822,Actinomadura
3822,Verrucosispora
3825,Inshore
3825,Galicia
3825,Spain
3825,Portugal
3825,Ria Aveiro
3825,Rias Baixas
3827,Cartan
3828,ABMTs
3832,de novo
3832,Portugal
3835,Astyanax
3837,Brittany
3837,France
3846,Portugal
3849,Ircinia
3850,Sines
3850,Portugal
3851,Ulva spp.
3851,herbaria
3851,Ulva spp
3851,Fucus
3851,Porphyra
3857,Pemba
3857,Mozambique
3860,Brazil
3860,Twitter
3865,Au-NPs
3866,Portugal
3866,Spain
3866,Rias Baixas
3869,Portugal
3871,Hela
3871,HepG2
3878,Cairo
3878,Yaoundé
3878,Kinshasa
3878,Managua
3878,Leopoldo
3878,China
3878,Allahabad
3878,Sri Lanka
3881,Pantanal
3881,Brazil
3882,Brazil
3882,Ubatuba
3882,Nova Almeida
3882,Cananéia
3882,Santos
3884,Mo˙
3887,Portugal
3889,Yukawa
3890,GB
3895,Sarcocornia
3895,LA
3899,CST1
3899,LAMC2
3899,RANBP3
3899,TIMP1/2
3901,Fur
3902,anomaly
3908,La
3908,DC
3913,Portugal
3913,Barragem
3915,La
3920,p22HBP
3922,Botryosphaeriaceae
3922,Algeria
3922,Médéa
3922,Algiers
3922,Tipaza
3922,Biskra
3922,Lasiodiplodia
3923,Ireland
3924,Crocidura
3929,Proteobacteria
3929,Haemophilus
3930,node
3932,Algae
3933,Trichophyton
3938,Iberia
3940,−
3942,Portugal
3944,Portugal
3950,Germany
3950,France
3950,Switzerland
3950,UK
3950,Portugal
3950,USA
3950,Japan
3955,La
3957,Macaronesia
3957,Selvagens
3957,The Macaronesian Islands
3959,Philadelphia
3961,Portugal
3961,Aveiro
3966,the United States
3966,Brazil
3966,the United Kingdom
3966,Spearman
3968,Portugal
3970,Aveiro
3970,Portugal
3970,São Paulo
3970,Brazil
3971,Portugal
3974,Portugal
3974,Neopestalotiopsis iberica
3975,PD
3976,Portugal
3977,Lasiodiplodia
3977,Botryosphaeria
3978,Portugal
3978,Acartia
3978,Paracalanus
3983,Brazil
3992,δT.
3994,pH
3994,Candida
3998,Angola
3998,Pb
3998,Zn
3998,Cr
3998,Hg
3998,PTE
3999,West Africa
3999,Zn
3999,Cu
3999,Cr
4006,Fermi
4007,alumina
4007,Viana
4007,Castelo
4007,Portugal
4014,Latin Squares
4014,Proteobacteria
4014,Ruminococcaceae
4014,Blautia
4014,Actinobacteria
4016,Pontevedra
4017,Redox
4020,US
4024,Aveiro
4024,Portugal
4025,~70%
4027,DC
4028,Pakistan
4032,boson
4032,Palatini
4038,Alheira
4039,Nusselt
4043,America
4044,agar yield
4044,mL−1
4046,Portugal
4047,Brazil
4047,Aracati
4047,Sobral
4047,Viçosa
4047,Ceará
4049,Portugal
4051,Portugal
4053,Aveiro
4054,Portugal
4057,Brazil
4060,Portugal
4061,Portugal
4070,−
4071,Portugal
4072,Noise
4075,Brouage
4081,Ceará
4081,Candida
4087,Portugal
4088,AI
4091,Lourinhã
4091,Portugal
4091,Paimogo
4092,Peru
4092,Botryosphaeriaceae
4092,cv
4092,Lasiodiplodia
4094,the Republic of Cabo Verde
4095,GaN
4095,CERN
4099,Portugal
4102,Athens
4102,Kuopio
4102,Lisbon
4102,Porto
4104,Sergipe
4104,Brazil
4106,Turkey
4108,Schwarzschilld
4112,carbapenem
4112,UWWTPs
4112,Lelliottia
4112,Lelliotia
4113,Gadolinium
4117,Halophila
4119,chloro
4119,respec
4122,Canteens
4128,Di Domenico
4128,A.L.
4128,Machado
4134,Algae
4134,phenolic content
4134,Himanthalia
4134,Pelvetia
4134,Saccharina
4134,Bifurcaria
4134,Laminaria
4134,North-Western
4137,Portugal
4138,mL−1
4141,Brazil
4141,Hg
4141,NE
4145,Rayleigh
4149,macroalgae
4153,Cd
4156,Spain
4156,the Last Interglacial
4158,MS
4162,Triebel
4162,Lizorkin
4164,NCT04095962
4165,Spain
4165,CI
4167,Daphnia
4172,Burkholderia
4174,InGaN
4177,ZnO
4177,Zn
4177,Ga
4180,OA
4181,Si
4183,NoSQL
4187,Hexacorallia
4187,Zoanthus
4188,Manila
4190,TIP4.0
4191,Sichuan
4191,China
4191,Spain
4191,Italy
4191,Ecuador
4191,Chiapas
4191,Mexico
4198,Portugal
4202,Portugal
4203,WST-1
4206,NS
4208,US
4209,US
4210,GelMA
4211,Portugal
4214,UC
4215,VT
4216,OpenMP
4223,Porto
4224,Portugal
4224,Japan
4224,Hawaii
4224,colonies
4227,Pemba
4227,Mozambique
4228,Portugal
4231,Portugal
4240,Germany
4242,Portugal
4247,wideband scenarios
4248,∼0
4259,GaN
4268,Portugal
4270,Angola
4277,Beaton
4278,NaCl
4278,ST
4278,Portugal
4279,Si-NPs
4279,Si
4286,Gadolinium
4286,macroalgae
4292,Australia
4294,Croatia
4297,the United States
4297,Spain
4297,Portugal
4297,the United Kingdom
4298,Himasthla
4300,Portugal
4303,"M(125,300)M"
4303,"M(200,440)M"
4305,"Δ5,1120:2"
4307,C···C
4307,Ramachandran
4310,Algarve
4312,GT
4314,Brillouin
4315,Portugal
4318,Cyrba
4320,MS
4322,Belgium
4322,France
4322,Spain
4323,Rio de Janeiro
4323,Brazil
4323,Suruí
4323,LA
4324,Phorcus
4325,Portugal
4325,width
4336,Multiproxy
4336,Brazil
4336,Cd
4336,Zn
4336,EF
4337,Portugal
4337,macroalgae
4339,ST
4340,Zn
4340,Hg
4340,Se
4341,Lupinus
4343,Ethiopia
4343,hydroxyl
4346,Portugal
4348,MO
4349,Euphausia
4351,Italy
4352,∼22%
4354,São Paulo
4354,Brazil
4363,Brazil
4363,Gurupi
4363,ASTM
4366,Vesiclepedia
4369,antennas
4373,GB
4374,Cronbach
4375,Bessel
4375,Butterworth
4377,Smectite
4381,NPs
4381,Finland
4381,South Africa
4381,India
4386,Brazil
4386,Rio de Janeiro
4386,Mangaratiba
4386,Zn
4392,Morocco
4392,Zn
4394,Spearman
4398,Southwest Spain
4402,Portugal
4402,Labridae
4402,Gadidae
4405,bioburden
4405,Neisseria
4405,Chrysonilia
4405,Nidulantes
4407,Hg
4413,MT
4413,NCT04095962
4421,New Space
4421,Portugal
4423,Phyllodocida
4423,Glyceridae
4423,Iospilidae
4423,Lopadorrhynchidae
4423,Polynoidae
4423,Pontodoridae
4423,Nephtyidae
4423,Typhloscolecidae
4425,Phenolic
4425,OH
4428,kW
4428,m-3
4430,Spain
4433,Brest
4438,Delphinus
4440,Galicia
4440,Spain
4440,Portugal
4441,Santa Barbara
4441,Brazil
4443,Pinnularia
4443,Azores Archipelago
4443,Portugal
4443,Nitzschia
4443,Tryblionella
4443,Chile
4444,NIR
4445,Iran
4445,Anatolia
4445,Gondwana
4449,homogalacturonan domains
4449,CSP-4
4450,Brazil
4450,Proteobacteria
4450,Actinobacteria
4450,Bacteroidetes
4453,Cu
4453,NPs
4454,acetaminophen
4458,N. abyssicola Fage
4458,Mercator
4458,Gemini
4459,LIGO
4462,M13
4463,Beauveria
4487,Portugal
4487,Albeit
4492,Oceania
4492,Japan
4492,Republic of Korea
4492,South Africa
4492,USA
4492,Australia
4492,Canada
4492,China
4492,New Zealand
4492,Singapore
4492,Brazil
4492,South Korea
4492,Mexico
4492,Chile
4492,India
4492,Malaysia
4492,Thailand
4492,Vietnam
4492,Southern Africa
4492,Gambia
4492,East Africa
4492,the Republic of Korea
4494,Lisbon
4494,Portugal
4494,GT
4497,Oenonidae
4497,Eunicida
4499,septum
4500,SB
4500,Brazil
4500,Zn
4501,Portugal
4501,Spain
4506,Brazil
4509,UK
4509,KPC-3
4509,Klebsiella spp.
4510,Chiroptera
4510,Carollia
4512,marine biota
4515,ovarian
4518,Portugal
4522,Ruditapes
4525,B[a]P
4532,Neuston
4532,Malaspina
4533,MS
4537,Laonice
4537,Appelloefia
4537,Norgensia
4542,Bulwer
4544,Solea
4551,boson
4551,microcosmos
4552,Portugal
4552,Lisbon
4555,DC
4557,Portugal
4561,ROC
4563,Portugal
4566,Zearalenone
4567,Portugal
4570,London
4572,LA
4574,Germany
4574,Czech Republic
4574,Denmark
4575,Aveiro
4577,Bairrada
4578,n=41
4584,Mozambique
4584,Knopfli
4584,Lacerda
4585,Brazil
4587,Aveiro
4594,Portugal
4597,Porto
4597,Portugal
4601,Angola
4602,Dark
4602,Portugal
4603,UK
4607,IO
4614,Ophryotrocha
4614,Parougia
4614,H3
4615,Field
4617,Oakley
4621,Indonesia
4621,East Timor
4628,States
4631,Máquina
4633,≥
4633,GOLD−
4640,Portugal
4645,wideband
4647,Portugal
4647,the United States
4647,United Kingdom
4647,Brazil
4648,Pará
4648,Brazil
4656,Japan
4656,Brazil
4657,Brasilia
4657,Brazil
4668,China
4669,Portugal
4671,Portugal
4678,larvae
4679,node
4680,Portugal
4680,Gromova
4680,Hatch
4681,Neogene
4683,Portugal
4687,Himasthla
4688,FBG1
4688,SF
4697,AI
4698,Portugal
4701,Gafanha da Nazaré
4701,Ílhavo
4701,Portugal
4704,Portugal
4705,Bahia
4705,Santa Cruz Cabrália
4707,antennas
4707,PD
4708,Portugal
4708,Madeira
4708,Linnaeus
4709,Portugal
4711,Seaweeds
4712,Portugal
4715,Portugal
4716,Brasilia
4716,Brazil
4718,Portugal
4719,Brazil
4722,Hewitt
4725,Brazil
4727,São Paulo
4727,DC
4732,Brazil
4734,microcephaly
4734,Brazil
4735,Porto
4737,Portugal
4738,Portugal
4739,Portugal
4742,Portland
4745,Barcelona
4745,Spain
4751,Cali
4751,Colombia
4756,Portugal
4758,Portugal
4760,Hippocampus
4760,Portugal
4761,Colombia
4761,Spain
4761,HCI
4766,DR
4772,Pa.
4776,Okoli
4778,Portugal
4782,Guadiana
4782,Portugal
4787,Portugal
4787,Lulworthiaceae
4787,Paralulworthia
4788,Periodontitis
4788,periodontitis
4792,Hakea
4793,CP
4794,Portugal
4796,Tanaidacea
4796,Tirana
4799,DisGeNET
4802,Fermi
4805,Portugal
4805,Iceland
4809,Rio de Janeiro
4812,Fungal
4812,macroalgae
4812,Leptobacillium
4812,Penicillium
4812,actA
4813,CV
4813,DisGeNET
4818,≈14
4825,OR=5.53
4827,Portugal
4827,Aveiro
4829,LFZ
4830,Brazil
4830,Al
4830,Zn
4834,Mass Yield
4839,South Portuguese Zone
4839,Gondwanan
4841,GaN
4843,Geography
4843,Portugal
4843,Brazil
4845,Bairrada
4850,Pretoria
4850,South Africa
4850,Portugal
4851,57.46–84.12
4852,DCF
4854,Scuba
4855,xanthoelegansin
4858,Sfax
4858,Tunisia
4859,Caenorhabditis
4860,Portugal
4860,Brazil
4862,Burkholderia
4864,Burkholderia
4867,Raviz-Shanabad
4867,W Rafsanjan
4872,Portugal
4875,the United Arab Emirates
4875,Dubai
4881,Portugal
4881,Spain
4882,Portugal
4892,Leiria
4892,Portugal
4892,west façade
4892,BIM
4896,Herdeiro
4898,Telecom
4899,Portugal
4899,Ediacaran-Cambrian
4900,Yukawa
4902,Portugal
4904,ZH
4905,NaN
4905,RT
4906,Portugal
4906,ARIA
4908,Portugal
4909,Portugal
4909,Spain
4913,L−1
4916,macroalgae
4917,kPa
4920,Salsa
4920,Gurken
4922,Zn
4925,Wuhan
4925,China
4927,Portugal
4929,Cho
4929,Yoon
4930,Portugal
4933,Portugal
4938,Italy
4938,Portugal
4942,Manila
4942,Portugal
4944,Sweden
4945,Mexico
4946,Portugal
4946,Herpestidae
4946,Canidae
4946,Viverridae
4957,MD
4958,Cape Town
4958,South Africa's
4959,Gürke
4959,Dexverapamil
4961,IO
4962,node
4967,Portugal
4970,Alcyoniina
4970,Lophelia
4977,China
4978,PTFE
4980,bioburden
4980,Nidulantes
4982,QA
4982,LN229
4982,SNB19
4986,Canada
4988,Canidae
4988,Felidae
4988,Ursidae
4988,Mustelidae
4993,Zn
4994,Himasthla
4999,Algeria
4999,Botryosphaeria
4999,Botryosphaeriaceae
